Pos	Score	Topology
284.8	0.507209509	Bongo+MountainNyala
284.9	0.213219207	Bongo+MountainNyala
285	0.294037225	Bongo+MountainNyala
285.1	0.585197938	Bongo+MountainNyala
285.2	0.298690479	Bongo+MountainNyala
285.3	0.479925412	Bongo+MountainNyala
285.4	0.61747744	Bongo+MountainNyala
285.5	0.347627845	Bongo+MountainNyala
285.6	0.190603516	Bongo+MountainNyala
285.7	0.311946385	Bongo+MountainNyala
285.8	0.33865127	Bongo+MountainNyala
285.9	0.443114854	Bongo+MountainNyala
286	0.291715486	Bongo+MountainNyala
286.1	0.055548946	Bongo+MountainNyala
286.2	0.350396824	Bongo+MountainNyala
286.3	0.503233226	Bongo+MountainNyala
286.4	0.761048881	Bongo+MountainNyala
286.5	0.222318713	Bongo+MountainNyala
286.6	0.482305805	Bongo+MountainNyala
286.7	0.416153356	Bongo+MountainNyala
286.8	0.298011064	Bongo+MountainNyala
286.9	0.223603978	Bongo+MountainNyala
287	0.465266686	Bongo+MountainNyala
287.1	0.480335993	Bongo+MountainNyala
287.2	0.39086351	Bongo+MountainNyala
287.3	0.538653184	Bongo+MountainNyala
287.4	0.42040336	Bongo+MountainNyala
287.5	0.462201991	Bongo+MountainNyala
287.6	0.38837314	Bongo+MountainNyala
287.7	0.407782876	Bongo+MountainNyala
287.8	0.69230586	Bongo+MountainNyala
287.9	0.502573363	Bongo+MountainNyala
288	0.501102114	Bongo+MountainNyala
288.1	0.333406584	Bongo+MountainNyala
288.2	0.485028349	Bongo+MountainNyala
288.3	0.277694628	Bongo+MountainNyala
288.4	0.396142411	Bongo+MountainNyala
288.5	0.487477173	Bongo+MountainNyala
288.6	0.250716023	Bongo+MountainNyala
288.7	0.379051969	Bongo+MountainNyala
288.8	0.594934578	Bongo+MountainNyala
288.9	0.216581574	Bongo+MountainNyala
289	0.008768426	Bongo+MountainNyala
289.1	0.333993129	Bongo+MountainNyala
289.2	0.429812512	Bongo+MountainNyala
289.3	0.296158561	Bongo+MountainNyala
289.4	0.188207237	Bongo+MountainNyala
289.5	0.536983976	Bongo+MountainNyala
289.6	0.294516237	Bongo+MountainNyala
289.7	0.799389343	Bongo+MountainNyala
289.8	0.716109793	Bongo+MountainNyala
289.9	0.532799959	Bongo+MountainNyala
290	0.705522664	Bongo+MountainNyala
290.1	0.562457117	Bongo+MountainNyala
290.2	0.346134601	Bongo+MountainNyala
290.3	0.084602452	Bongo+MountainNyala
290.4	0.251158375	Bongo+MountainNyala
290.5	0.358510691	Bongo+MountainNyala
290.6	0.471283655	Bongo+MountainNyala
290.7	0.542952067	Bongo+MountainNyala
290.8	0.234209681	Bongo+MountainNyala
290.9	0.529847684	Bongo+MountainNyala
291	0.247008572	Bongo+MountainNyala
291.1	0.551342098	Bongo+MountainNyala
291.2	0.481628835	Bongo+MountainNyala
291.3	0.400409523	Bongo+MountainNyala
291.4	0.677544489	Bongo+MountainNyala
291.5	0.488124816	Bongo+MountainNyala
291.6	0.343617347	Bongo+MountainNyala
291.7	0.284173501	Bongo+MountainNyala
291.8	0.749706576	Bongo+MountainNyala
291.9	0.45433985	Bongo+MountainNyala
292	0.179858264	Bongo+MountainNyala
292.1	0.486062134	Bongo+MountainNyala
292.2	0.207212991	Bongo+MountainNyala
292.3	0.374032126	Bongo+MountainNyala
292.4	0.491815158	Bongo+MountainNyala
292.5	0.393427199	Bongo+MountainNyala
292.6	0.228190268	Bongo+MountainNyala
292.7	0.378069507	Bongo+MountainNyala
292.8	0.28724064	Bongo+MountainNyala
292.9	0.512200025	Bongo+MountainNyala
293	0.242031253	Bongo+MountainNyala
293.1	0.520042615	Bongo+MountainNyala
293.2	0.470697111	Bongo+MountainNyala
293.3	0.335747874	Bongo+MountainNyala
293.4	0.279036348	Bongo+MountainNyala
293.5	0.386848124	Bongo+MountainNyala
293.6	0.26911397	Bongo+MountainNyala
293.7	0.27647266	Bongo+MountainNyala
293.8	0.201694096	Bongo+MountainNyala
293.9	0.20724574	Bongo+MountainNyala
294	0.033134146	Bongo+MountainNyala
294.1	0.34242715	Bongo+MountainNyala
294.2	0.272611242	Bongo+MountainNyala
294.3	0.297844877	Bongo+MountainNyala
294.4	0.436750845	Bongo+MountainNyala
294.5	0.302764519	Bongo+MountainNyala
294.6	0.29408366	Bongo+MountainNyala
294.7	0.137752431	Bongo+MountainNyala
294.8	0.16474741	Bongo+MountainNyala
294.9	0.297221673	Bongo+MountainNyala
295	0.215568074	Bongo+MountainNyala
295.1	0.290950535	Bongo+MountainNyala
295.2	0.287888283	Bongo+MountainNyala
295.3	0.243222672	Bongo+MountainNyala
295.4	0.376493169	Bongo+MountainNyala
295.5	0.208031954	Bongo+MountainNyala
295.6	0.455168344	Bongo+MountainNyala
295.7	0.632837575	Bongo+MountainNyala
295.8	0.233332064	Bongo+MountainNyala
295.9	0.395634072	Bongo+MountainNyala
296	0.420061209	Bongo+MountainNyala
296.1	0.496952311	Bongo+MountainNyala
296.2	0.404097422	Bongo+MountainNyala
296.3	0.396983125	Bongo+MountainNyala
296.4	0.429551011	Bongo+MountainNyala
296.5	0.451443786	Bongo+MountainNyala
296.6	0.275971653	Bongo+MountainNyala
296.7	0.201311375	Bongo+MountainNyala
296.8	0.441809792	Bongo+MountainNyala
296.9	0.195207646	Bongo+MountainNyala
297	0.214898924	Bongo+MountainNyala
297.1	0.204821356	Bongo+MountainNyala
297.2	0.40224003	Bongo+MountainNyala
297.3	0.438525142	Bongo+MountainNyala
297.4	0.6176143	Bongo+MountainNyala
297.5	0.196997096	Bongo+MountainNyala
297.6	0.248956389	Bongo+MountainNyala
297.7	0.187169786	Bongo+MountainNyala
297.8	0.237345251	Bongo+MountainNyala
297.9	0.390516471	Bongo+MountainNyala
298	0.280145895	Bongo+MountainNyala
298.1	0.603911153	Bongo+MountainNyala
298.2	0.362298791	Bongo+MountainNyala
298.3	0.240461513	Bongo+MountainNyala
298.4	0.185870346	Bongo+MountainNyala
298.5	0.33196955	Bongo+MountainNyala
298.6	0.423392293	Bongo+MountainNyala
298.7	0.558187562	Bongo+MountainNyala
298.8	0.16449764	Bongo+MountainNyala
298.9	0.135081942	Bongo+MountainNyala
299	0.035093693	Bongo+MountainNyala
299.1	0.141165387	Bongo+MountainNyala
299.2	0.305878093	Bongo+MountainNyala
299.3	0.110808285	Bongo+MountainNyala
299.4	0.234609998	Bongo+MountainNyala
299.5	0.219673886	Bongo+MountainNyala
299.6	0.331395225	Bongo+MountainNyala
299.7	0.385218019	Bongo+MountainNyala
299.8	0.394671162	Bongo+MountainNyala
299.9	0.158215992	Bongo+MountainNyala
300	0.439048145	Bongo+MountainNyala
300.1	0.314199694	Bongo+MountainNyala
300.2	0.342163205	Bongo+MountainNyala
300.3	0.244870129	Bongo+MountainNyala
300.4	0.274436862	Bongo+MountainNyala
300.5	0.399146008	Bongo+MountainNyala
300.6	0.171506847	Bongo+MountainNyala
300.7	0.166652214	Bongo+MountainNyala
300.8	0.153220344	Bongo+MountainNyala
300.9	0.264666007	Bongo+MountainNyala
301	0.592620171	Bongo+MountainNyala
301.1	0.327690219	Bongo+MountainNyala
301.2	0.414814079	Bongo+MountainNyala
301.3	0.285960018	Bongo+MountainNyala
301.4	0.148622079	Bongo+MountainNyala
301.5	0.329997294	Bongo+MountainNyala
301.6	0.267603618	Bongo+MountainNyala
301.7	0.215878698	Bongo+MountainNyala
301.8	0.406575572	Bongo+MountainNyala
301.9	0.333692524	Bongo+MountainNyala
302	0.41036856	Bongo+MountainNyala
302.1	0.435778159	Bongo+MountainNyala
302.2	0.299963769	Bongo+MountainNyala
302.3	0.103921519	Bongo+MountainNyala
302.4	0.734268235	Bongo+MountainNyala
302.5	0.386672161	Bongo+MountainNyala
302.6	0.237506062	Bongo+MountainNyala
302.7	0.479773888	Bongo+MountainNyala
302.8	0.450928116	Bongo+MountainNyala
302.9	0.094799774	Bongo+MountainNyala
303	0.313011941	Bongo+MountainNyala
303.1	0.395670732	Bongo+MountainNyala
303.2	0.234011967	Bongo+MountainNyala
303.3	0.436313381	Bongo+MountainNyala
303.4	0.586334368	Bongo+MountainNyala
303.5	0.397137093	Bongo+MountainNyala
303.6	0.502998608	Bongo+MountainNyala
303.7	0.248035025	Bongo+MountainNyala
303.8	0.160636711	Bongo+MountainNyala
303.9	0.217841178	Bongo+MountainNyala
304	0.397168864	Bongo+MountainNyala
304.1	0.37894688	Bongo+MountainNyala
304.2	0.276465328	Bongo+MountainNyala
304.3	0.426215039	Bongo+MountainNyala
304.4	0.196442567	Bongo+MountainNyala
304.5	0.258961861	Bongo+MountainNyala
304.6	0.306212912	Bongo+MountainNyala
304.7	0.172080928	Bongo+MountainNyala
304.8	0.270646317	Bongo+MountainNyala
304.9	0.204929378	Bongo+MountainNyala
305	0.229845057	Bongo+MountainNyala
305.1	0.172860788	Bongo+MountainNyala
305.2	0.219893595	Bongo+MountainNyala
305.3	0.372468007	Bongo+MountainNyala
305.4	0.352483945	Bongo+MountainNyala
305.5	0.194526766	Bongo+MountainNyala
305.6	0.510286424	Bongo+MountainNyala
305.7	0.503470287	Bongo+MountainNyala
305.8	0.239606869	Bongo+MountainNyala
305.9	0.160152811	Bongo+MountainNyala
306	0.217544973	Bongo+MountainNyala
306.1	0.444410139	Bongo+MountainNyala
306.2	0.221886136	Bongo+MountainNyala
306.3	0.358310288	Bongo+MountainNyala
306.4	0.229936949	Bongo+MountainNyala
306.5	0.338592615	Bongo+MountainNyala
306.6	0.437816401	Bongo+MountainNyala
306.7	0.411949787	Bongo+MountainNyala
306.8	0.436726406	Bongo+MountainNyala
306.9	0.247348279	Bongo+MountainNyala
307	0.336317311	Bongo+MountainNyala
307.1	0.399097129	Bongo+MountainNyala
307.2	0.186332738	Bongo+MountainNyala
307.3	0.373856162	Bongo+MountainNyala
307.4	0.271941603	Bongo+MountainNyala
307.5	0.167138313	Bongo+MountainNyala
307.6	0.301393471	Bongo+MountainNyala
307.7	0.262806172	Bongo+MountainNyala
307.8	0.425714032	Bongo+MountainNyala
307.9	0.299802469	Bongo+MountainNyala
308	0.658479347	Bongo+MountainNyala
308.1	0.436706854	Bongo+MountainNyala
308.2	0.448420638	Bongo+MountainNyala
308.3	0.466290695	Bongo+MountainNyala
308.4	0.842937832	Bongo+MountainNyala
308.5	0.773266115	Bongo+MountainNyala
308.6	0.46767885	Bongo+MountainNyala
308.7	0.49798854	Bongo+MountainNyala
308.8	0.725450515	Bongo+MountainNyala
308.9	0.45427142	Bongo+MountainNyala
309	0.614466511	Bongo+MountainNyala
309.1	0.393500517	Bongo+MountainNyala
309.2	0.679174594	Bongo+MountainNyala
309.3	0.412389695	Bongo+MountainNyala
309.4	0.826670996	Bongo+MountainNyala
309.5	0.615810676	Bongo+MountainNyala
309.6	0.775074628	Bongo+MountainNyala
309.7	0.442340126	Bongo+MountainNyala
309.8	0.527442852	Bongo+MountainNyala
309.9	0.410886675	Bongo+MountainNyala
310	0.290992081	Bongo+MountainNyala
310.1	0.262185412	Bongo+MountainNyala
310.2	0.696191718	Bongo+MountainNyala
310.3	0.386799245	Bongo+MountainNyala
310.4	0.319046018	Bongo+MountainNyala
310.5	0.319569021	Bongo+MountainNyala
310.6	0.466970109	Bongo+MountainNyala
310.7	0.292644182	Bongo+MountainNyala
310.8	0.251996645	Bongo+MountainNyala
310.9	0.588551018	Bongo+MountainNyala
311	0.27951536	Bongo+MountainNyala
311.1	0.299052181	Bongo+MountainNyala
311.2	0.476083545	Bongo+MountainNyala
311.3	0.377353434	Bongo+MountainNyala
311.4	0.470474713	Bongo+MountainNyala
311.5	0.57328864	Bongo+MountainNyala
311.6	0.727256583	Bongo+MountainNyala
311.7	0.427801153	Bongo+MountainNyala
311.8	0.236221285	Bongo+MountainNyala
311.9	0.771452715	Bongo+MountainNyala
312	0.288895185	Bongo+MountainNyala
312.1	0.344445841	Bongo+MountainNyala
312.2	0.297336538	Bongo+MountainNyala
312.3	0.214740068	Bongo+MountainNyala
312.4	0.423101465	Bongo+MountainNyala
312.5	0.525477928	Bongo+MountainNyala
312.6	0.432718351	Bongo+MountainNyala
312.7	0.397594109	Bongo+MountainNyala
312.8	0.18890327	Bongo+MountainNyala
312.9	0.464381981	Bongo+MountainNyala
313	0.191347694	Bongo+MountainNyala
313.1	0.263671325	Bongo+MountainNyala
313.2	0.549360066	Bongo+MountainNyala
313.3	0.358632887	Bongo+MountainNyala
313.4	0.742897771	Bongo+MountainNyala
313.5	0.595276729	Bongo+MountainNyala
313.6	0.411739608	Bongo+MountainNyala
313.7	0.424198792	Bongo+MountainNyala
313.8	0.422678664	Bongo+MountainNyala
313.9	0.399932955	Bongo+MountainNyala
314	0.238048615	Bongo+MountainNyala
314.1	0.239652815	Bongo+MountainNyala
314.2	0.424250115	Bongo+MountainNyala
314.3	0.187755353	Bongo+MountainNyala
314.4	0.435726836	Bongo+MountainNyala
314.5	0.23322893	Bongo+MountainNyala
314.6	0.289745674	Bongo+MountainNyala
314.7	0.278095433	Bongo+MountainNyala
314.8	0.135083409	Bongo+MountainNyala
314.9	0.374591787	Bongo+MountainNyala
315	0.212395112	Bongo+MountainNyala
315.1	0.377869105	Bongo+MountainNyala
315.2	0.375821086	Bongo+MountainNyala
315.3	0.683546795	Bongo+MountainNyala
315.4	0.189297477	Bongo+MountainNyala
315.5	0.1164985	Bongo+MountainNyala
315.6	0.515262277	Bongo+MountainNyala
315.7	0.442210597	Bongo+MountainNyala
315.8	0.471855536	Bongo+MountainNyala
315.9	0.723368282	Bongo+MountainNyala
316	0.355990993	Bongo+MountainNyala
316.1	0.429773409	Bongo+MountainNyala
316.2	0.436310937	Bongo+MountainNyala
316.3	0.133862907	Bongo+MountainNyala
316.4	0.351455048	Bongo+MountainNyala
316.5	0.484265841	Bongo+MountainNyala
316.6	0.305269553	Bongo+MountainNyala
316.7	0.299252584	Bongo+MountainNyala
316.8	0.477281073	Bongo+MountainNyala
316.9	0.240703707	Bongo+MountainNyala
317	0.168704875	Bongo+MountainNyala
317.1	0.250271226	Bongo+MountainNyala
317.2	0.499731066	Bongo+MountainNyala
317.3	0.194967652	Bongo+MountainNyala
317.4	0.551610931	Bongo+MountainNyala
317.5	0.306076052	Bongo+MountainNyala
317.6	0.521020189	Bongo+MountainNyala
317.7	0.46033238	Bongo+MountainNyala
317.8	0.474617184	Bongo+MountainNyala
317.9	0.45363844	Bongo+MountainNyala
318	0.542404626	Bongo+MountainNyala
318.1	0.519541608	Bongo+MountainNyala
318.2	0.402391554	Bongo+MountainNyala
318.3	0.319219538	Bongo+MountainNyala
318.4	0.350660769	Bongo+MountainNyala
318.5	0.226559674	Bongo+MountainNyala
318.6	0.545136946	Bongo+MountainNyala
318.7	0.176224132	Bongo+MountainNyala
318.8	0.293695074	Bongo+MountainNyala
318.9	0.42045957	Bongo+MountainNyala
319	0.423468055	Bongo+MountainNyala
319.1	0.279439598	Bongo+MountainNyala
319.2	0.266264341	Bongo+MountainNyala
319.3	0.290608384	Bongo+MountainNyala
319.4	0.166317395	Bongo+MountainNyala
319.5	0.389959254	Bongo+MountainNyala
319.6	0.296620465	Bongo+MountainNyala
319.7	0.289418187	Bongo+MountainNyala
319.8	0.572247523	Bongo+MountainNyala
319.9	0.244016462	Bongo+MountainNyala
320	0.531942137	Bongo+MountainNyala
320.1	0.431748109	Bongo+MountainNyala
320.2	0.188308416	Bongo+MountainNyala
320.3	0.352483945	Bongo+MountainNyala
320.4	0.457428984	Bongo+MountainNyala
320.5	0.278051442	Bongo+MountainNyala
320.6	0.300489215	Bongo+MountainNyala
320.7	0.352811433	Bongo+MountainNyala
320.8	0.308297589	Bongo+MountainNyala
320.9	0.473593175	Bongo+MountainNyala
321	0.446680556	Bongo+MountainNyala
321.1	0.514854139	Bongo+MountainNyala
321.2	0.282553172	Bongo+MountainNyala
321.3	0.470731326	Bongo+MountainNyala
321.4	0.47111258	Bongo+MountainNyala
321.5	0.44476451	Bongo+MountainNyala
321.6	0.340293595	Bongo+MountainNyala
321.7	0.631886884	Bongo+MountainNyala
321.8	0.423966618	Bongo+MountainNyala
321.9	0.381684088	Bongo+MountainNyala
322	0.246737295	Bongo+MountainNyala
322.1	0.163200155	Bongo+MountainNyala
322.2	0.319339291	Bongo+MountainNyala
322.3	0.374269187	Bongo+MountainNyala
322.4	0.493477035	Bongo+MountainNyala
322.5	0.346012404	Bongo+MountainNyala
322.6	0.372272492	Bongo+MountainNyala
322.7	0.236201	Bongo+MountainNyala
322.8	0.303702991	Bongo+MountainNyala
322.9	0.364644969	Bongo+MountainNyala
323	0.208029754	Bongo+MountainNyala
323.1	0.250997075	Bongo+MountainNyala
323.2	0.377783567	Bongo+MountainNyala
323.3	0.365065326	Bongo+MountainNyala
323.4	0.300687174	Bongo+MountainNyala
323.5	0.255640553	Bongo+MountainNyala
323.6	0.454618458	Bongo+MountainNyala
323.7	0.241036816	Bongo+MountainNyala
323.8	0.461857396	Bongo+MountainNyala
323.9	0.435392017	Bongo+MountainNyala
324	0.326512242	Bongo+MountainNyala
324.1	0.400079591	Bongo+MountainNyala
324.2	0.321800334	Bongo+MountainNyala
324.3	0.439338973	Bongo+MountainNyala
324.4	0.519829992	Bongo+MountainNyala
324.5	0.57700831	Bongo+MountainNyala
324.6	0.401076717	Bongo+MountainNyala
324.7	0.40694705	Bongo+MountainNyala
324.8	0.372961682	Bongo+MountainNyala
324.9	0.359757098	Bongo+MountainNyala
325	0.291627505	Bongo+MountainNyala
325.1	0.113716324	Bongo+MountainNyala
325.2	0.140296568	Bongo+MountainNyala
325.3	0.30076538	Bongo+MountainNyala
325.4	0.324821038	Bongo+MountainNyala
325.5	0.650846937	Bongo+MountainNyala
325.6	0.450610404	Bongo+MountainNyala
325.7	0.195296605	Bongo+MountainNyala
325.8	0.343282528	Bongo+MountainNyala
325.9	0.274468633	Bongo+MountainNyala
326	0.228433195	Bongo+MountainNyala
326.1	0.271934272	Bongo+MountainNyala
326.2	0.386911666	Bongo+MountainNyala
326.3	0.313354092	Bongo+MountainNyala
326.4	0.319366174	Bongo+MountainNyala
326.5	0.277369584	Bongo+MountainNyala
326.6	0.576431541	Bongo+MountainNyala
326.7	0.232995779	Bongo+MountainNyala
326.8	0.435421344	Bongo+MountainNyala
326.9	0.367807422	Bongo+MountainNyala
327	0.19004581	Bongo+MountainNyala
327.1	0.239892076	Bongo+MountainNyala
327.2	0.525006248	Bongo+MountainNyala
327.3	0.385230239	Bongo+MountainNyala
327.4	0.36309307	Bongo+MountainNyala
327.5	0.633553648	Bongo+MountainNyala
327.6	0.294166754	Bongo+MountainNyala
327.7	0.269805604	Bongo+MountainNyala
327.8	0.122034503	Bongo+MountainNyala
327.9	0.566499387	Bongo+MountainNyala
328	0.292443779	Bongo+MountainNyala
328.1	0.328692232	Bongo+MountainNyala
328.2	0.266344991	Bongo+MountainNyala
328.3	0.243582908	Bongo+MountainNyala
328.4	0.567728686	Bongo+MountainNyala
328.5	0.197542093	Bongo+MountainNyala
328.6	0.44978191	Bongo+MountainNyala
328.7	0.500173418	Bongo+MountainNyala
328.8	0.359363624	Bongo+MountainNyala
328.9	0.42162044	Bongo+MountainNyala
329	0.539919143	Bongo+MountainNyala
329.1	0.406973934	Bongo+MountainNyala
329.2	0.349020889	Bongo+MountainNyala
329.3	0.320131126	Bongo+MountainNyala
329.4	0.266770236	Bongo+MountainNyala
329.5	0.291967212	Bongo+MountainNyala
329.6	0.243670889	Bongo+MountainNyala
329.7	0.331307243	Bongo+MountainNyala
329.8	0.381657205	Bongo+MountainNyala
329.9	0.562611085	Bongo+MountainNyala
330	0.397584333	Bongo+MountainNyala
330.1	0.208531983	Bongo+MountainNyala
330.2	0.375586469	Bongo+MountainNyala
330.3	0.614158575	Bongo+MountainNyala
330.4	0.137020961	Bongo+MountainNyala
330.5	0.246558888	Bongo+MountainNyala
330.6	0.311648225	Bongo+MountainNyala
330.7	0.490854692	Bongo+MountainNyala
330.8	0.380652747	Bongo+MountainNyala
330.9	0.547690858	Bongo+MountainNyala
331	0.266540506	Bongo+MountainNyala
331.1	0.321658585	Bongo+MountainNyala
331.2	0.309504894	Bongo+MountainNyala
331.3	0.253555876	Bongo+MountainNyala
331.4	0.2499193	Bongo+MountainNyala
331.5	0.240010118	Bongo+MountainNyala
331.6	0.378103722	Bongo+MountainNyala
331.7	0.411463443	Bongo+MountainNyala
331.8	0.256004699	Bongo+MountainNyala
331.9	0.129043711	Bongo+MountainNyala
332	0.33068404	Bongo+MountainNyala
332.1	0.466618182	Bongo+MountainNyala
332.2	0.227054327	Bongo+MountainNyala
332.3	0.409185695	Bongo+MountainNyala
332.4	0.319038686	Bongo+MountainNyala
332.5	0.390516471	Bongo+MountainNyala
332.6	0.228348879	Bongo+MountainNyala
332.7	0.345440523	Bongo+MountainNyala
332.8	0.105436515	Bongo+MountainNyala
332.9	0.290808786	Bongo+MountainNyala
333	0.39527237	Bongo+MountainNyala
333.1	0.12187467	Bongo+MountainNyala
333.2	0.519732235	Bongo+MountainNyala
333.3	0.078595503	Bongo+MountainNyala
333.4	0.285331927	Bongo+MountainNyala
333.5	0.232429274	Bongo+MountainNyala
333.6	0.087333306	Bongo+MountainNyala
333.7	0.074719665	Bongo+MountainNyala
333.8	0.071885678	Bongo+MountainNyala
333.9	0.319068014	Bongo+MountainNyala
334	0.114059208	Bongo+MountainNyala
334.1	0.203468882	Bongo+MountainNyala
334.2	0.376400299	Bongo+MountainNyala
334.3	0.453438038	Bongo+MountainNyala
334.4	0.493081117	Bongo+MountainNyala
334.5	0.412018217	Bongo+MountainNyala
334.6	0.498391789	Bongo+MountainNyala
334.7	0.199097414	Bongo+MountainNyala
334.8	0.240847411	Bongo+MountainNyala
334.9	0.425508741	Bongo+MountainNyala
335	0.17225958	Bongo+MountainNyala
335.1	0.358718425	Bongo+MountainNyala
335.2	0.120863125	Bongo+MountainNyala
335.3	0.356878142	Bongo+MountainNyala
335.4	0.061669049	Bongo+MountainNyala
335.5	0.388632197	Bongo+MountainNyala
335.6	0.668032692	Bongo+MountainNyala
335.7	0.420657529	Bongo+MountainNyala
335.8	0.219434136	Bongo+MountainNyala
335.9	0.333792726	Bongo+MountainNyala
336	0.413232853	Bongo+MountainNyala
336.1	0.496187359	Bongo+MountainNyala
336.2	0.517085453	Bongo+MountainNyala
336.3	0.296991943	Bongo+MountainNyala
336.4	0.555274391	Bongo+MountainNyala
336.5	0.071090177	Bongo+MountainNyala
336.6	0.453592006	Bongo+MountainNyala
336.7	0.515149856	Bongo+MountainNyala
336.8	0.318918934	Bongo+MountainNyala
336.9	0.417001402	Bongo+MountainNyala
337	0.56348357	Bongo+MountainNyala
337.1	0.476511234	Bongo+MountainNyala
337.2	0.354414654	Bongo+MountainNyala
337.3	0.291622617	Bongo+MountainNyala
337.4	0.346264129	Bongo+MountainNyala
337.5	0.30697542	Bongo+MountainNyala
337.6	0.440240785	Bongo+MountainNyala
337.7	0.671625277	Bongo+MountainNyala
337.8	0.505088173	Bongo+MountainNyala
337.9	0.402895005	Bongo+MountainNyala
338	0.382874285	Bongo+MountainNyala
338.1	0.322032508	Bongo+MountainNyala
338.2	0.415532596	Bongo+MountainNyala
338.3	0.37697218	Bongo+MountainNyala
338.4	0.372780831	Bongo+MountainNyala
338.5	0.491922692	Bongo+MountainNyala
338.6	0.227179945	Bongo+MountainNyala
338.7	0.413941594	Bongo+MountainNyala
338.8	0.515259833	Bongo+MountainNyala
338.9	0.240264043	Bongo+MountainNyala
339	0.360979066	Bongo+MountainNyala
339.1	0.390333176	Bongo+MountainNyala
339.2	0.191515593	Bongo+MountainNyala
339.3	0.264788204	Bongo+MountainNyala
339.4	0.294328054	Bongo+MountainNyala
339.5	0.231118103	Bongo+MountainNyala
339.6	0.229103567	Bongo+MountainNyala
339.7	0.397640544	Bongo+MountainNyala
339.8	0.243111961	Bongo+MountainNyala
339.9	0.3602801	Bongo+MountainNyala
340	0.482159169	Bongo+MountainNyala
340.1	0.366942268	Bongo+MountainNyala
340.2	0.412858931	Bongo+MountainNyala
340.3	0.295496255	Bongo+MountainNyala
340.4	0.459591867	Bongo+MountainNyala
340.5	0.214625692	Bongo+MountainNyala
340.6	0.399522374	Bongo+MountainNyala
340.7	0.456920646	Bongo+MountainNyala
340.8	0.579070992	Bongo+MountainNyala
340.9	0.504073939	Bongo+MountainNyala
341	0.488933758	Bongo+MountainNyala
341.1	0.437012346	Bongo+MountainNyala
341.2	0.652271751	Bongo+MountainNyala
341.3	0.64137913	Bongo+MountainNyala
341.4	0.20508579	Bongo+MountainNyala
341.5	0.333822053	Bongo+MountainNyala
341.6	0.397743189	Bongo+MountainNyala
341.7	0.427881803	Bongo+MountainNyala
341.8	0.537338347	Bongo+MountainNyala
341.9	0.290574168	Bongo+MountainNyala
342	0.528850559	Bongo+MountainNyala
342.1	0.494048916	Bongo+MountainNyala
342.2	0.675814183	Bongo+MountainNyala
342.3	0.319803638	Bongo+MountainNyala
342.4	0.443344583	Bongo+MountainNyala
342.5	0.410964881	Bongo+MountainNyala
342.6	0.447306203	Bongo+MountainNyala
342.7	0.649148401	Bongo+MountainNyala
342.8	0.340946125	Bongo+MountainNyala
342.9	0.45143401	Bongo+MountainNyala
343	0.380266605	Bongo+MountainNyala
343.1	0.275451095	Bongo+MountainNyala
343.2	0.264541366	Bongo+MountainNyala
343.3	0.286812952	Bongo+MountainNyala
343.4	0.281460733	Bongo+MountainNyala
343.5	0.44415597	Bongo+MountainNyala
343.6	0.205414499	Bongo+MountainNyala
343.7	0.460632984	Bongo+MountainNyala
343.8	0.177753791	Bongo+MountainNyala
343.9	0.345467406	Bongo+MountainNyala
344	0.255335061	Bongo+MountainNyala
344.1	0.500195414	Bongo+MountainNyala
344.2	0.294496685	Bongo+MountainNyala
344.3	0.371678616	Bongo+MountainNyala
344.4	0.438686442	Bongo+MountainNyala
344.5	0.275099168	Bongo+MountainNyala
344.6	0.29751739	Bongo+MountainNyala
344.7	0.144683188	Bongo+MountainNyala
344.8	0.226885451	Bongo+MountainNyala
344.9	0.130916254	Bongo+MountainNyala
345	0.264575581	Bongo+MountainNyala
345.1	0.476340158	Bongo+MountainNyala
345.2	0.20787652	Bongo+MountainNyala
345.3	0.306567283	Bongo+MountainNyala
345.4	0.430680109	Bongo+MountainNyala
345.5	0.350514133	Bongo+MountainNyala
345.6	0.399972058	Bongo+MountainNyala
345.7	0.312078358	Bongo+MountainNyala
345.8	0.265905082	Bongo+MountainNyala
345.9	0.478864744	Bongo+MountainNyala
346	0.344233219	Bongo+MountainNyala
346.1	0.35002779	Bongo+MountainNyala
346.2	0.381275951	Bongo+MountainNyala
346.3	0.175314988	Bongo+MountainNyala
346.4	0.130573859	Bongo+MountainNyala
346.5	0.453841287	Bongo+MountainNyala
346.6	0.053728947	Bongo+MountainNyala
346.7	0.275365557	Bongo+MountainNyala
346.8	0.295305628	Bongo+MountainNyala
346.9	0.340877695	Bongo+MountainNyala
347	0.318564563	Bongo+MountainNyala
347.1	0.159106807	Bongo+MountainNyala
347.2	0.350966261	Bongo+MountainNyala
347.3	0.529681497	Bongo+MountainNyala
347.4	0.464719244	Bongo+MountainNyala
347.5	0.231329015	Bongo+MountainNyala
347.6	0.419396458	Bongo+MountainNyala
347.7	0.305416189	Bongo+MountainNyala
347.8	0.472476296	Bongo+MountainNyala
347.9	0.196003392	Bongo+MountainNyala
348	0.444554332	Bongo+MountainNyala
348.1	0.600472536	Bongo+MountainNyala
348.2	0.353820778	Bongo+MountainNyala
348.3	0.314969534	Bongo+MountainNyala
348.4	0.617780488	Bongo+MountainNyala
348.5	0.155771812	Bongo+MountainNyala
348.6	0.284894462	Bongo+MountainNyala
348.7	0.340579535	Bongo+MountainNyala
348.8	0.19298562	Bongo+MountainNyala
