branch	chrbin	group	chr	pos	A	B	C	Q
a	1	55	1	59	926229.65	561001.589	547696.233	1.10E+11
a	1	60	1	60	351049.1866	394146.1127	324301.011	81678680000
a	1	60	1	61	755512.353	740281.958	1129638.557	1.57E+11
a	1	60	1	62	972643.278	791740.503	820102.227	1.78E+11
a	1	60	1	63	722680.1665	592331.9816	870216.3383	2.06E+11
a	1	60	1	64	833708.748	492108.4092	535611.625	1.62E+11
a	1	65	1	65	1033760.623	1163864.858	1098553.293	2.32E+11
a	1	65	1	66	521204.991	632228.066	378981.317	1.31E+11
a	1	65	1	67	775254.163	951695.7642	1094700.767	1.90E+11
a	1	65	1	68	497643.9523	579135.573	670773.782	1.34E+11
a	1	65	1	69	587011.311	816515.167	876823.052	1.58E+11
a	1	70	1	70	1215875.821	784445.278	588329.1081	1.49E+11
a	1	70	1	71	1282805.9	869177.3198	868210.599	1.55E+11
a	1	70	1	72	1055277.822	601650.826	934658.5299	1.75E+11
a	1	70	1	73	652131.3449	830851.627	609427.989	1.18E+11
a	1	70	1	74	150579.767	358325.333	197769.992	73235471000
a	1	75	1	75	299915.162	260969.55	347047.209	61828510000
a	1	75	1	76	478343.113	636703.85	461658.155	96901631000
a	1	75	1	77	372298.3517	234475.6344	195830.3629	56605272200
a	1	75	1	78	848268.157	473661.2589	1083398.133	1.54E+11
a	1	75	1	79	951865.834	745596.123	608549.2718	1.17E+11
a	1	80	1	80	1033385.466	947112.2454	1230005.614	2.69E+11
a	1	80	1	81	965849.802	1016606.093	1437673.472	2.60E+11
a	1	80	1	82	971128.065	843250.6318	870165.341	1.97E+11
a	1	80	1	83	713324.4723	646268.977	765984.338	1.85E+11
a	1	80	1	84	397194.383	272645.522	324275.7033	1.09E+11
a	1	85	1	85	1002086.636	871222.6436	909772.766	2.75E+11
a	1	85	1	86	855025.814	1510673.32	830936.592	1.72E+11
a	1	85	1	87	1162323.194	935562.283	1245219.348	2.28E+11
a	1	85	1	88	708973.082	643334.558	946657.7707	1.68E+11
a	1	85	1	89	627490.3182	603712.867	1092796.656	1.83E+11
a	1	90	1	90	528018.514	425055.176	614062.397	1.30E+11
a	1	90	1	91	786059.591	734161.514	1209222.661	1.96E+11
a	1	90	1	92	649146.107	1120572.776	789002.012	2.05E+11
a	1	90	1	93	530101.5644	484245.5656	626017.7728	2.04E+11
a	1	90	1	94	549144.4527	452965.357	489433.1671	1.60E+11
a	1	95	1	95	876896.8044	1045737.17	1262371.082	2.53E+11
a	1	95	1	96	1114222.137	763449.374	641011.142	2.79E+11
a	1	95	1	97	1052032.956	793453.6352	1006035.281	2.36E+11
a	1	95	1	98	942310.2804	530902.2787	999162.996	2.22E+11
a	1	95	1	99	353252.8227	387932.6088	363941.7822	1.41E+11
a	1	100	1	100	517634.2079	541612.8578	347119.8172	1.15E+11
a	1	100	1	101	418951.0889	348192.6767	419901.7742	1.11E+11
a	1	100	1	102	666043.2763	498415.61	580084.8036	1.52E+11
a	1	100	1	103	750753.685	654731.153	988218.45	1.57E+11
a	1	100	1	104	670130.8121	539843.257	692030.213	1.22E+11
a	1	105	1	105	1352444.428	812124.2961	1193825.899	2.01E+11
a	1	105	1	106	827500.8754	588951.2932	633762.8224	1.56E+11
a	1	105	1	107	1189092.067	743997.7458	683458.139	1.87E+11
a	1	105	1	108	702611.998	734781.94	893225.19	1.68E+11
a	1	105	1	109	1352072.69	1732258.347	972674.462	2.17E+11
a	1	110	1	110	1487754.59	933236.3403	1274665.678	2.19E+11
a	1	110	1	111	1087356.421	1060949.726	1343694.29	2.47E+11
a	1	110	1	112	493427.0034	548481.7317	1010154.117	1.34E+11
a	1	110	1	113	847671.575	792841.639	808617.635	2.02E+11
a	1	110	1	114	731874.986	629907.9102	787308.95	1.90E+11
a	1	115	1	115	499676.114	434805.8168	596835.2179	1.67E+11
a	1	115	1	116	529745.9015	390469.1124	497914.3786	1.74E+11
a	1	115	1	117	1182465.716	725166.98	871836.977	1.73E+11
a	1	115	1	118	1091665.121	995650.1932	991176.1764	2.39E+11
a	1	115	1	119	938906.911	549607.2709	580349.657	1.45E+11
a	1	120	1	120	1032684.365	1146462.09	1274289.938	2.03E+11
a	1	120	1	121	713958.4427	1062251.619	910271.1211	1.49E+11
a	1	120	1	122	958690.356	849391.434	936497.727	1.79E+11
a	1	120	1	123	876124.506	1053981.444	914676.8316	2.23E+11
a	1	120	1	124	793453.6431	602069.045	891320.64	1.79E+11
a	1	125	1	125	376650.688	515676.6725	564518.1162	1.50E+11
a	1	125	1	126	261437.0611	260868.1106	368166.1522	1.09E+11
a	1	125	1	127	619829.2053	682442.324	523114.504	1.46E+11
a	1	125	1	128	1065895.386	802166.4215	962525.9883	2.24E+11
a	1	125	1	129	468744.306	1026769.26	857227.3	1.60E+11
a	1	130	1	130	717839.835	517644.3736	707741.465	1.65E+11
a	1	130	1	131	778250.543	432976.725	811477.831	1.25E+11
a	1	130	1	132	1119518.142	948745.802	1466621.862	2.34E+11
a	1	130	1	133	1009208.449	623682.2127	744700.448	2.19E+11
a	1	130	1	134	1142164.355	1136712.588	796640.0948	2.49E+11
a	1	135	1	135	1246239.602	996215.639	731996.793	2.21E+11
a	1	135	1	136	680652.1015	690344.924	821432.948	1.08E+11
a	1	135	1	137	400318.387	444746.98	664922.62	1.37E+11
a	1	135	1	138	773963.0651	721515.682	937348.918	1.75E+11
a	1	135	1	139	1453634.421	763455.1637	666200.3974	2.31E+11
a	1	140	1	140	520522.639	774007.1454	652543.451	1.91E+11
a	1	140	1	141	465173.1425	497383.066	522929.9856	1.80E+11
a	1	140	1	142	461368.3055	649932.7137	567792.3049	1.20E+11
a	1	140	1	143	657457.39	477751.303	600803.255	1.07E+11
a	1	140	1	144	1150068.455	1028965.556	1164294.99	2.24E+11
a	1	145	1	145	827241.0814	734310.9901	770421.874	1.83E+11
a	1	145	1	146	665735.7689	581367.665	1047960.237	2.12E+11
a	1	145	1	147	336057.528	328105.4658	422958.4525	1.14E+11
a	1	145	1	148	435107.387	306591.5299	149650.7955	90555958000
a	1	145	1	149	154708.6797	348894.203	491168.2501	88064515550
a	1	150	1	150	408447.1779	316867.988	586041.6853	1.12E+11
a	1	150	1	151	234581.9554	401840.999	561163.047	1.34E+11
a	1	150	1	152	900261.316	662673.0985	999439.005	2.26E+11
a	1	150	1	153	513165.956	840110.287	817761.414	1.59E+11
a	1	150	1	154	578995.2984	411839.0034	684379.6932	1.44E+11
a	1	155	1	155	1238205.405	478494.952	723728.813	1.93E+11
a	1	155	1	156	281640.498	248460.9091	325472.522	1.08E+11
a	1	155	1	157	591082.4517	165909.7571	360585.467	82189348100
a	1	155	1	158	693202.2111	541258.9067	942110.569	2.34E+11
a	1	155	1	159	624622.13	303362.8392	186865.2337	1.20E+11
a	1	160	1	160	222339.3042	280612.5528	373139.661	1.15E+11
a	1	160	1	161	529413.181	667163.8882	632551.817	1.54E+11
a	1	160	1	162	578943.2792	701939.2781	921993.441	2.10E+11
a	1	160	1	163	717874.008	563343.8689	491151.5163	1.68E+11
a	1	160	1	164	863039.4004	727311.123	790168.925	2.51E+11
a	1	165	1	165	656265.853	695925.8203	525936.721	1.34E+11
a	1	165	1	166	1137082.495	695206.2174	935103.604	2.00E+11
a	1	165	1	167	1044516.216	1000694.731	678804.126	1.42E+11
a	1	165	1	168	954751.304	823372.956	712735.4053	1.83E+11
a	1	165	1	169	1049764.71	546466.6411	645057.9717	1.72E+11
a	1	170	1	170	879189.763	779137.598	1339786.32	2.04E+11
a	1	170	1	171	969540.8515	862479.0872	903561.1284	1.66E+11
a	1	170	1	172	633371.779	463947.2882	505683.893	1.35E+11
a	1	170	1	173	638188.1344	632629.037	748844.42	1.57E+11
a	1	170	1	174	850439.903	902488.952	905937.046	1.68E+11
a	1	175	1	175	587729.1762	760261.1227	1094759.097	1.65E+11
a	1	175	1	176	594529.825	575190.544	427714.03	99034831000
a	1	175	1	177	759928.1897	1183266.971	922012.2266	2.12E+11
a	1	175	1	178	876385.612	980021.505	813125.809	1.33E+11
a	1	175	1	179	816728.49	643531.103	752452.019	1.27E+11
a	1	180	1	180	472981.202	672524.6865	368426.3832	1.21E+11
a	1	180	1	181	594902.9926	696784.0226	457981.2801	1.37E+11
a	1	180	1	182	222314.9539	380120.2871	198518.196	65452934000
a	1	180	1	183	569796.9587	860912.0592	540062.066	1.87E+11
a	1	180	1	184	1165168.732	1065669.452	952428.511	1.88E+11
a	1	185	1	185	916589.413	889718.8967	982030.871	1.68E+11
a	1	185	1	186	1072924.132	940203.162	1089531.205	2.19E+11
a	1	185	1	187	643358.3243	570563.6265	442909.303	1.15E+11
a	1	185	1	188	907005.267	810502.141	947479.717	1.98E+11
a	1	185	1	189	1248714.286	1017940.953	834801.785	2.13E+11
a	1	190	1	190	914363.0033	978892.604	1044337.458	2.42E+11
a	1	190	1	191	881012.9	1235776.523	1214442.829	1.98E+11
a	1	190	1	192	837976.555	750766.962	992670.576	1.45E+11
a	1	190	1	193	454914.679	498856.4351	711653.017	78048087100
a	1	190	1	194	733178.899	626645.29	1031564.208	75666488000
a	1	195	1	195	101995.834	118832.1671	149080.233	13161979800
a	2	0	2	0	691630.728	497737.028	698689.315	44926407200
a	2	0	2	1	942771.4451	812882.313	935718.6	1.73E+11
a	2	0	2	2	1496758.783	1066033.38	1347309.401	1.80E+11
a	2	0	2	3	968725.5521	803756.2756	1088653.094	1.02E+11
a	2	0	2	4	958063.593	812338.234	836059.444	1.31E+11
a	2	5	2	5	1124633.203	1175945.579	1122691.968	2.09E+11
a	2	5	2	6	1296400.622	971475.287	1279258.91	1.71E+11
a	2	5	2	7	1263270.755	1032734.907	1577031.096	2.18E+11
a	2	5	2	8	1355272.32	1395828.121	988040.002	2.40E+11
a	2	5	2	9	1036916.627	916957.7367	1028387.86	2.31E+11
a	2	10	2	10	1147607.776	1230099.013	1009031.963	2.44E+11
a	2	10	2	11	886836.363	712239.198	1012895.508	2.49E+11
a	2	10	2	12	705650.417	550135.488	916086.986	2.11E+11
a	2	10	2	13	316060.01	586946.365	482786.27	1.47E+11
a	2	10	2	14	993726.868	988397.038	1100579.908	2.35E+11
a	2	15	2	15	677454.891	790880.4549	1078908.338	1.97E+11
a	2	15	2	16	564464.763	340728.326	347730.636	92561163000
a	2	15	2	17	874311.7093	675919.425	804122.8586	1.69E+11
a	2	15	2	18	535776.694	564183.227	520128.6034	1.34E+11
a	2	15	2	19	556938.624	555640.0069	844828.0351	1.22E+11
a	2	20	2	20	427366.5601	705991.333	444515.706	1.34E+11
a	2	20	2	21	665438.4162	443121.5149	622538.8319	1.48E+11
a	2	20	2	22	681633.866	548597.088	713375.977	1.56E+11
a	2	20	2	23	666749.9493	761103.8431	1048649.775	1.78E+11
a	2	20	2	24	1174150.98	602343.673	796372.212	1.65E+11
a	2	25	2	25	455132.245	501496.8175	658254.579	2.00E+11
a	2	25	2	26	321897.064	593035.0096	606601.614	1.54E+11
a	2	25	2	27	656234.706	729000.183	657469.4991	2.03E+11
a	2	25	2	28	912301.1603	784487.936	724789.011	1.72E+11
a	2	25	2	29	743411.402	1216413.557	1124417.39	1.89E+11
a	2	30	2	30	1057025.081	1089718.332	877637.805	2.08E+11
a	2	30	2	31	723166.4194	665358.902	748146.4925	1.44E+11
a	2	30	2	32	1135330.225	1040460.845	1350841.112	2.68E+11
a	2	30	2	33	1061896.048	803935.0483	671779.2309	1.79E+11
a	2	30	2	34	1069837.376	1009094.793	1003938.144	1.72E+11
a	2	35	2	35	719971.567	700890.4834	708188.67	1.93E+11
a	2	35	2	36	531339.0035	351770.473	886140.515	1.39E+11
a	2	35	2	37	1171662.284	1132210.127	1203607.652	2.39E+11
a	2	35	2	38	987932.445	896346.157	961609.2536	2.14E+11
a	2	35	2	39	1097002.406	1006771.437	1174948.77	2.64E+11
a	2	40	2	40	946794.3351	634729.911	704765.5084	1.59E+11
a	2	40	2	41	942617.945	866247.625	899065.1685	1.74E+11
a	2	40	2	42	269745.7907	508263.3325	399930.6985	82623592250
a	2	40	2	43	1256226.419	842297.701	902901.135	1.84E+11
a	2	40	2	44	533599.1789	923301.255	674813.552	1.69E+11
a	2	45	2	45	886899.186	603789.199	704727.2983	1.85E+11
a	2	45	2	46	654768.0414	738150.481	639189.57	1.47E+11
a	2	45	2	47	613685.397	577300.807	363222.0627	1.17E+11
a	2	45	2	48	499280.6384	425379.649	441933.253	1.00E+11
a	2	45	2	49	531464.016	663072.454	670819.6577	1.29E+11
a	2	50	2	50	478580.6864	478840.461	490804.759	2.00E+11
a	2	50	2	51	671845.053	539321.2141	694252.37	1.73E+11
a	2	50	2	52	615151.935	555242.003	960550.63	1.15E+11
a	2	50	2	53	429011.338	355508.327	197930.368	77723630900
a	2	50	2	54	151601.7567	187627.8135	95306.8661	44436642700
a	2	55	2	55	113742.909	72082.04305	215665.5297	71294686630
a	2	55	2	56	364895.986	208217.9759	219752.738	87284391800
a	2	55	2	57	461316.653	467496.3127	594223.81	1.99E+11
a	2	55	2	58	742888.3677	1117410.573	589740.8321	2.35E+11
a	2	55	2	59	635094.647	540439.04	553188.681	1.41E+11
a	2	60	2	60	1142483.016	573271.97	736912.837	2.03E+11
a	2	60	2	61	1521148.227	776304.7669	1052380.659	2.36E+11
a	2	60	2	62	1079033.13	1118889.866	864724.118	1.76E+11
a	2	60	2	63	893599.289	700814.4077	1010100.846	2.38E+11
a	2	60	2	64	890647.215	960347.8016	1104041.049	2.21E+11
a	2	65	2	65	916879.692	619348.1496	758174.048	1.77E+11
a	2	65	2	66	624408.2721	1011553.71	901713.2763	1.69E+11
a	2	65	2	67	597332.065	1038381.308	781208.2352	1.93E+11
a	2	65	2	68	985352.64	1018115.574	1042855.246	1.95E+11
a	2	65	2	69	807516.8787	565667.6966	987493.104	2.00E+11
a	2	70	2	70	488302.075	424395.224	348662.0856	1.85E+11
a	2	70	2	71	276818.429	342796.682	231842.283	1.47E+11
a	2	70	2	72	275086.2362	357483.0794	508484.2026	1.50E+11
a	2	70	2	73	414331.1967	298343.5283	491659.9863	1.24E+11
a	2	70	2	74	295777.211	335230.8477	1257070.193	1.16E+11
a	2	75	2	75	852325.4159	688302.5699	959044.887	1.74E+11
a	2	75	2	76	586513.459	446081.8436	803965.713	1.48E+11
a	2	75	2	77	454865.3863	453433.8079	498156.374	1.24E+11
a	2	75	2	78	817235.5971	674502.9799	639618.722	1.70E+11
a	2	75	2	79	297757.633	336963.5202	436179.19	1.15E+11
a	2	80	2	80	507874.4607	386653.9005	542755.309	1.50E+11
a	2	80	2	81	733650.588	424642.025	667144.491	1.51E+11
a	2	80	2	82	455704.36	224630.4218	743520.29	1.73E+11
a	2	80	2	83	716165.0468	873362.7283	959157.684	1.93E+11
a	2	80	2	84	1058991.322	935261.543	1098514.45	1.77E+11
a	2	85	2	85	1132988.097	675779.945	650165.512	1.94E+11
a	2	85	2	86	629136.4778	598334.1006	616499.633	2.38E+11
a	2	85	2	87	647743.4793	671516.4214	512513.8988	2.10E+11
a	2	85	2	88	342565.41	607814.08	425826.119	77048788000
a	2	85	2	89	1053207.902	782655.548	1069114.708	1.85E+11
a	2	90	2	90	1356777.029	1438807.544	1124889.973	2.25E+11
a	2	90	2	91	828226.954	705172.6464	890500.1083	2.07E+11
a	2	90	2	92	445781.594	508119.6754	642761.6406	1.77E+11
a	2	90	2	93	417319.8514	742442.0728	811786.7928	1.43E+11
a	2	90	2	94	515692.858	277871.7596	414463.286	1.52E+11
a	2	95	2	95	563524.2118	252092.6835	789040.1435	1.77E+11
a	2	95	2	96	831263.5722	833392.941	740536.8025	1.98E+11
a	2	95	2	97	637264.027	538281.6716	643550.777	1.47E+11
a	2	95	2	98	771665.699	859039.6403	1122256.809	2.15E+11
a	2	95	2	99	410312.5288	1072095.1	761158.503	1.93E+11
a	2	100	2	100	755733.9618	1091853.636	1253127.901	2.00E+11
a	2	100	2	101	1494807.096	964271.967	1128682.189	2.40E+11
a	2	100	2	102	873822.8401	854739.419	1048976.177	1.68E+11
a	2	100	2	103	948910.8394	922315.55	1215523.196	2.06E+11
a	2	100	2	104	1019131.389	1195224.141	1395065.956	2.54E+11
a	2	105	2	105	346332.6715	365561.915	702703.0325	1.73E+11
a	2	105	2	106	984204.3135	923535.079	682641.677	1.70E+11
a	2	105	2	107	892081.752	886078.4015	690716.945	1.74E+11
a	2	105	2	108	580092.228	687077.4676	771415.0471	1.89E+11
a	2	105	2	109	737944.1629	628429.3841	793976.0138	1.67E+11
a	2	110	2	110	912154.338	593955.1153	754623.2487	1.67E+11
a	2	110	2	111	1173971.636	990164.387	1241639.778	2.11E+11
a	2	110	2	112	1065763.674	998984.862	865836.4531	2.24E+11
a	2	110	2	113	794253.3302	642801.799	883346.9031	2.06E+11
a	2	110	2	114	1118910.541	890290.622	941077.027	2.15E+11
a	2	115	2	115	668772.4629	572865.951	642002.354	1.46E+11
a	2	115	2	116	690052.4233	1250643.717	887855.56	1.75E+11
a	2	115	2	117	755899.734	602445.879	936393.1824	1.64E+11
a	2	115	2	118	763974.9467	461595.0015	596266.174	2.28E+11
a	2	115	2	119	623163.622	438314.7086	451145.902	1.85E+11
a	2	120	2	120	777956.482	976379.1422	965560.735	1.74E+11
a	2	120	2	121	930668.5762	684237.6555	775514.6456	2.01E+11
a	2	120	2	122	745204.3735	745684.993	875042.839	1.74E+11
a	2	120	2	123	736620.1787	288976.6964	464179.7592	1.50E+11
a	2	120	2	124	1011365.706	933924.3672	979766.591	1.84E+11
a	2	125	2	125	1245772.131	1043709.252	1093053.517	2.45E+11
a	2	125	2	126	607748.9558	827718.4968	979024.795	1.74E+11
a	2	125	2	127	522954.67	594985.748	343867.42	97517646000
a	2	125	2	128	1001309.609	918623.0502	758089.831	1.71E+11
a	2	125	2	129	750624.244	483991.471	700836.278	1.92E+11
a	2	130	2	130	566864.7885	685155.2483	738445.6534	1.65E+11
a	2	130	2	131	954734.09	697452.561	778128.8893	1.79E+11
a	2	130	2	132	139017.0974	229464.7644	364661.6519	91058395450
a	2	130	2	133	398454.827	240321.7059	339015.972	1.02E+11
a	2	130	2	134	1166412.996	1110024.144	1273717.055	2.55E+11
a	2	135	2	135	1220344.498	1166343.199	1202784.871	2.71E+11
a	2	135	2	136	856500.573	810955.181	934307.289	1.65E+11
a	2	135	2	137	1144803.235	844802.7213	1058272.465	2.02E+11
a	2	135	2	138	767698.3999	1132364.59	1319306.396	2.21E+11
a	2	135	2	139	1454750.876	1142201.759	1651553.483	2.78E+11
a	2	140	2	140	1011270.143	735060.791	834758.3225	1.72E+11
a	2	140	2	141	976794.6	1133375.584	976669.368	1.90E+11
a	2	140	2	142	618139.5251	753839.464	1007710.72	1.82E+11
a	2	140	2	143	752542.205	647322.3068	556348.4384	1.73E+11
a	2	140	2	144	1469158.839	1348101.451	1245575.88	2.40E+11
a	2	145	2	145	881531.0425	963930.81	747485.702	1.33E+11
a	2	145	2	146	865219.367	861025.847	1046963.552	1.94E+11
a	2	145	2	147	914785.155	1129372.676	1131750.021	1.68E+11
a	2	145	2	148	688178.153	366610.855	892861.64	71141200000
a	3	0	3	0	827864.145	711872.526	910593.3365	1.66E+11
a	3	0	3	1	1384535.42	936427.8586	1201873.856	2.75E+11
a	3	0	3	2	576970.6413	626536.5989	572870.9748	83879531000
a	3	0	3	3	549275.992	509728.3	899157.507	72836053000
a	3	0	3	4	906617.3298	881354.7369	942091.4524	1.82E+11
a	3	5	3	5	765954.9041	715232.954	753824.6617	1.87E+11
a	3	5	3	6	315597.356	639540.8522	684796.1377	1.76E+11
a	3	5	3	7	776827.3699	1143705.637	702261.7734	1.76E+11
a	3	5	3	8	735945.685	774820.624	938621.377	1.60E+11
a	3	5	3	9	690430.16	1106178.364	826601.3509	1.39E+11
a	3	10	3	10	1216712.502	1346759.651	1125051.437	2.85E+11
a	3	10	3	11	794130.163	538177.6181	478087.961	1.28E+11
a	3	10	3	12	1455179.214	1255896.618	1195635.991	2.25E+11
a	3	10	3	13	1111470.878	1191041.986	1329913.157	1.96E+11
a	3	10	3	14	1157606.46	938431.525	1120164.885	2.16E+11
a	3	15	3	15	501642.63	549612.2579	401948.9568	1.09E+11
a	3	15	3	16	365858.9906	675991.0824	482150.4442	98405942192
a	3	15	3	17	1108427.354	1058777.462	1150653.552	1.97E+11
a	3	15	3	18	918606.998	945631.037	740058.783	2.14E+11
a	3	15	3	19	728617.479	634405.004	805747.262	2.20E+11
a	3	20	3	20	1167170.048	690971.291	950347.465	2.15E+11
a	3	20	3	21	576491.767	416863.83	600292.499	1.08E+11
a	3	20	3	22	1162470.653	1483597.1	1101795.306	2.41E+11
a	3	20	3	23	1301276.213	758635.628	1139253.373	2.10E+11
a	3	20	3	24	746328.1341	682580.308	836727.8301	1.75E+11
a	3	25	3	25	1008486.369	806512.405	768671.9896	2.21E+11
a	3	25	3	26	988311.912	666571.831	924838.821	1.55E+11
a	3	25	3	27	1104471.372	1065528.245	1026924.235	2.53E+11
a	3	25	3	28	758216.296	382665.0009	247029.313	1.12E+11
a	3	25	3	29	1185513.616	828286.815	953771.519	2.27E+11
a	3	30	3	30	500354.058	270070.357	432510.593	1.02E+11
a	3	30	3	31	516865.618	565397.637	694271.937	1.71E+11
a	3	30	3	32	650397.299	540713.1005	633633.0371	2.05E+11
a	3	30	3	33	404295.2987	920424.624	533520.584	1.21E+11
a	3	30	3	34	703797.817	571066.2339	523587.957	1.37E+11
a	3	35	3	35	316181.377	752581.439	760243.3657	1.60E+11
a	3	35	3	36	475611.62	779066.4864	462917.841	1.31E+11
a	3	35	3	37	525812.055	636132.683	572001.696	1.53E+11
a	3	35	3	38	765891.765	515500.8726	673193.475	1.49E+11
a	3	35	3	39	999519.89	998306.842	910885.883	1.81E+11
a	3	40	3	40	906439.0193	745336.4954	713106.7422	1.90E+11
a	3	40	3	41	910474.1108	928615.1783	786293.363	1.85E+11
a	3	40	3	42	964616.589	780823.358	819744.7912	2.17E+11
a	3	40	3	43	562131.515	716699.213	636017.216	1.63E+11
a	3	40	3	44	635900.774	472220.3394	445421.673	1.27E+11
a	3	45	3	45	522661.356	538956.139	423325.348	1.23E+11
a	3	45	3	46	457272.6013	502137.2938	749401.0017	1.58E+11
a	3	45	3	47	922142.3505	825573.584	706298.918	1.40E+11
a	3	45	3	48	246777.875	778836.963	433660.6458	1.14E+11
a	3	45	3	49	1052525.325	594577.588	579451.685	1.74E+11
a	3	50	3	50	942714.3457	1252557.608	1116040.473	2.39E+11
a	3	50	3	51	728887.67	440763.104	538091.34	1.22E+11
a	3	50	3	52	568978.883	623737.6011	698972.3141	1.99E+11
a	3	50	3	53	1190780.669	957841.207	1036990.179	2.19E+11
a	3	50	3	54	1017508.583	747664.3908	656623.2318	1.69E+11
a	3	55	3	55	1412418.697	1042699.253	1060219.122	2.41E+11
a	3	55	3	56	738317.282	663272.1265	622292.4244	1.70E+11
a	3	55	3	57	531175.523	673750.951	508450.1099	1.50E+11
a	3	55	3	58	510255.957	850405.8111	785600.263	1.62E+11
a	3	55	3	59	649449.7499	738791.96	750626.141	2.01E+11
a	3	60	3	60	967351.5524	615779.823	926561.522	2.26E+11
a	3	60	3	61	721003.4	980387.4238	896247.696	2.31E+11
a	3	60	3	62	568496.532	529340.299	519480.5556	1.20E+11
a	3	60	3	63	705863.691	615237.4758	619088.544	1.60E+11
a	3	60	3	64	1295788.446	1020766.248	1192753.116	2.53E+11
a	3	65	3	65	715747.673	592220.363	536699.3	1.42E+11
a	3	65	3	66	386002.457	715890.201	430664.5281	87361674000
a	3	65	3	67	701465.901	800494.774	452782.465	1.25E+11
a	3	65	3	68	725152.786	963506.8219	947113.43	2.06E+11
a	3	65	3	69	137897.2175	611553.9906	278683.2761	1.15E+11
a	3	70	3	70	464731.288	579345.1766	412572.718	1.22E+11
a	3	70	3	71	957524.6139	827402.138	967397.8232	2.26E+11
a	3	70	3	72	513283.821	743878.9676	774573.5058	1.90E+11
a	3	70	3	73	528702.3048	674248.083	455368.9	1.75E+11
a	3	70	3	74	979741.493	1086002.351	833824.809	2.06E+11
a	3	75	3	75	821095.967	718286.711	905944.157	1.58E+11
a	3	75	3	76	1035958.438	1069697.209	1181292.062	2.30E+11
a	3	75	3	77	838877.449	458560.4398	583532.896	1.57E+11
a	3	75	3	78	865637.773	772789.4488	966523.281	1.83E+11
a	3	75	3	79	755850.964	724202.056	603372.453	1.66E+11
a	3	80	3	80	541772.7793	534964.391	505487.5232	1.39E+11
a	3	80	3	81	815438.461	1029545.197	879573.462	1.68E+11
a	3	80	3	82	382160.217	708455.339	423555.7974	1.22E+11
a	3	80	3	83	496657.3509	607258.427	640166.2922	1.83E+11
a	3	80	3	84	298922.8119	461411.7272	167983.9231	1.12E+11
a	3	85	3	85	463540.856	418542.5996	362454.7933	1.29E+11
a	3	85	3	86	587118.655	428594.574	276128.384	97495142000
a	3	85	3	87	587478.239	786473.4148	694980.729	1.41E+11
a	3	85	3	88	630768.7968	721357.6563	660009.9425	2.11E+11
a	3	85	3	89	156398.846	142221.9658	592888.6852	1.05E+11
a	3	90	3	90	421604.4125	295688.1586	506346.3183	1.73E+11
a	3	90	3	91	765565.114	497421.2331	965363.655	1.74E+11
a	3	90	3	92	604225.7051	626985.4425	609547.078	1.78E+11
a	3	90	3	93	734446.5569	437070.994	973335.9623	1.97E+11
a	3	90	3	94	924177.393	902674.769	1243608.56	2.53E+11
a	3	95	3	95	745434.033	944865.986	909599.735	1.97E+11
a	3	95	3	96	853206.982	639082.6767	639118.454	1.50E+11
a	3	95	3	97	1142682.767	881221.287	714490.7931	2.12E+11
a	3	95	3	98	816607.456	554697.99	883899.746	2.02E+11
a	3	95	3	99	706368.036	600875.063	903350.5185	1.64E+11
a	3	100	3	100	1158557.135	927688.666	1214511.872	2.68E+11
a	3	100	3	101	638960.081	1216505.073	914558.62	1.80E+11
a	3	100	3	102	819601.2907	921482.852	774691.283	2.51E+11
a	3	100	3	103	1054163.213	969939.3625	843863.662	1.85E+11
a	3	100	3	104	708356.7906	614637.2653	862598.4108	38220634944
a	3	105	3	105	811642.6556	715593.838	983991.7376	82683775500
a	3	105	3	106	1533286.31	1242454.505	1606369.399	1.80E+11
a	3	105	3	107	807410.861	809261.351	816846.288	1.46E+11
a	3	105	3	108	559909.007	496377.021	591916.0943	1.84E+11
a	3	105	3	109	749170.063	1073311.28	866871.069	1.55E+11
a	3	110	3	110	531637.847	446813.547	508436.221	93900248000
a	4*	0	4	0	1441570.096	1598552.567	2721286.891	1.74E+11
a	4*	0	4	1	1160809.261	1036487.731	1798834.486	1.06E+11
a	4*	0	4	2	435983.856	303924.437	391349.163	1.11E+11
a	4*	0	4	3	540659.9302	800163.3005	894479.5701	1.38E+11
a	4*	0	4	4	1605146.833	1246220.305	1183174.642	2.11E+11
a	4*	5	4	5	801967.1635	754644.7152	916223.6566	1.93E+11
a	4*	5	4	6	901618.5332	820984.179	987844.4695	2.35E+11
a	4*	5	4	7	821820.0874	791941.8606	784153.5495	2.25E+11
a	4*	5	4	8	762487.7385	667423.977	995503.059	1.46E+11
a	4*	5	4	9	1030692.07	900504.138	1279801.629	1.81E+11
a	4*	10	4	10	670763.483	426608.4087	526565.082	1.83E+11
a	4*	10	4	11	2047517.216	1477830.59	2711501.61	1.60E+11
a	4*	10	4	12	1436365.004	1177832.218	1745623.814	1.90E+11
a	4*	10	4	13	937892.824	866708.703	847423.2214	1.54E+11
a	4*	10	4	14	641227.713	683227.586	694804.3245	2.00E+11
a	4*	15	4	15	522749.849	388563.3042	385652.024	1.43E+11
a	4*	15	4	16	681781.5717	526961.486	757337.148	2.15E+11
a	4*	15	4	17	678757.519	682627.558	694792.531	1.70E+11
a	4*	15	4	18	438839.824	317156.242	596792.616	2.05E+11
a	4*	15	4	19	634157.012	986444.151	906333.956	1.81E+11
